Freq (MHz),re(S11),im(S11),re(Z),im(Z)
3149.349,-0.31736,-0.53007,15.332,-26.288
3155.155,-0.34275,-0.49882,15.443,-24.311
3160.961,-0.35870,-0.46575,15.861,-22.576
3166.767,-0.37970,-0.43252,15.994,-20.689
3172.573,-0.39238,-0.39907,16.368,-19.022
3178.378,-0.40089,-0.36420,16.864,-17.383
3184.184,-0.40389,-0.33091,17.481,-15.906
3189.990,-0.40482,-0.29817,18.115,-14.457
3195.796,-0.40109,-0.26789,18.856,-13.165
3201.602,-0.39372,-0.24082,19.670,-12.038
3207.407,-0.38827,-0.21734,20.309,-11.007
3213.213,-0.37462,-0.19185,21.357,-9.959
3219.019,-0.36488,-0.17024,22.144,-8.998
3224.825,-0.35411,-0.15762,22.862,-8.481
3230.631,-0.34331,-0.14831,23.547,-8.120
3236.436,-0.33691,-0.13368,24.059,-7.405
3242.242,-0.33166,-0.12473,24.441,-6.972
3248.048,-0.33308,-0.11092,24.499,-6.199
3253.854,-0.32625,-0.10054,24.970,-5.683
3259.660,-0.32511,-0.09104,25.111,-5.161
3265.465,-0.32376,-0.07895,25.275,-4.489
3271.271,-0.31971,-0.06687,25.580,-3.830
3277.077,-0.31586,-0.05567,25.860,-3.209
3282.883,-0.30861,-0.04276,26.335,-2.495
3288.689,-0.30094,-0.03072,26.825,-1.814
3294.494,-0.29152,-0.02034,27.409,-1.219
3300.300,-0.27998,-0.01073,28.121,-0.655
3306.106,-0.26890,-0.00443,28.807,-0.275
3311.912,-0.25728,0.00062,29.537,0.039
3317.718,-0.24649,0.00287,30.225,0.185
3323.524,-0.23499,0.00049,30.973,0.032
3329.329,-0.22551,-0.00217,31.598,-0.145
3335.135,-0.21815,-0.00467,32.090,-0.315
3340.941,-0.21236,-0.01079,32.477,-0.734
3346.747,-0.20924,-0.01990,32.674,-1.361
3352.553,-0.21011,-0.02505,32.602,-1.710
3358.358,-0.21422,-0.02705,32.316,-1.834
3364.164,-0.21948,-0.03064,31.950,-2.059
3369.970,-0.22420,-0.03203,31.630,-2.136
3375.776,-0.22989,-0.03217,31.252,-2.125
3381.582,-0.24015,-0.02674,30.598,-1.738
3387.387,-0.24162,-0.02164,30.515,-1.403
3393.193,-0.24536,-0.01662,30.284,-1.071
3398.999,-0.24497,-0.00531,30.322,-0.342
3404.805,-0.24718,0.00247,30.181,0.159
3410.611,-0.24264,0.01115,30.467,0.722
3416.416,-0.23643,0.01887,30.859,1.234
3422.222,-0.22867,0.02706,31.349,1.792
3428.028,-0.21697,0.03081,32.119,2.079
3433.834,-0.20656,0.03248,32.820,2.230
3439.640,-0.19327,0.03491,33.732,2.449
3445.445,-0.18554,0.02774,34.304,1.973
3451.251,-0.17412,0.02367,35.136,1.716
3457.057,-0.16812,0.01193,35.599,0.875
3462.863,-0.16376,-0.00277,35.928,-0.204
3468.669,-0.15928,-0.00970,36.254,-0.722
3474.474,-0.16406,-0.02481,35.867,-1.830
3480.280,-0.16817,-0.03465,35.529,-2.537
3486.086,-0.17510,-0.04347,34.983,-3.144
3491.892,-0.18490,-0.05209,34.233,-3.703
3497.698,-0.19636,-0.05557,33.407,-3.874
3503.504,-0.20846,-0.05235,32.595,-3.578
3509.309,-0.21912,-0.04998,31.889,-3.357
3515.115,-0.23124,-0.04369,31.117,-2.878
3520.921,-0.23586,-0.03564,30.848,-2.331
3526.727,-0.24310,-0.02660,30.407,-1.721
3532.533,-0.24328,-0.01324,30.423,-0.857
3538.338,-0.24401,-0.00616,30.383,-0.398
3544.144,-0.24227,0.00225,30.498,0.146
3549.950,-0.23463,0.00845,30.992,0.554
3555.756,-0.22586,0.01436,31.564,0.955
3561.562,-0.21496,0.01410,32.296,0.955
3567.367,-0.20596,0.01314,32.911,0.903
3573.173,-0.19611,0.00972,33.599,0.680
3578.979,-0.18672,0.00320,34.266,0.227
3584.785,-0.17660,-0.00648,34.988,-0.468
3590.591,-0.16894,-0.01795,35.527,-1.313
3596.396,-0.16376,-0.03169,35.864,-2.338
3602.202,-0.16050,-0.04557,36.037,-3.379
3608.008,-0.15932,-0.06127,36.018,-4.546
3613.814,-0.16127,-0.07690,35.737,-5.677
3619.620,-0.16174,-0.09255,35.535,-6.814
3625.425,-0.16201,-0.11098,35.280,-8.145
3631.231,-0.16784,-0.12751,34.620,-9.239
3637.037,-0.17273,-0.14775,33.939,-10.575
3642.843,-0.18052,-0.16691,33.049,-11.742
3648.649,-0.19336,-0.18764,31.775,-12.858
3654.454,-0.19986,-0.20518,30.975,-13.847
3660.260,-0.22250,-0.23211,28.953,-14.990
3666.066,-0.24300,-0.25267,27.258,-15.705
3671.872,-0.27325,-0.27110,25.133,-15.997
3677.678,-0.29969,-0.28730,23.357,-16.216
3683.483,-0.33420,-0.29961,21.353,-16.023
3689.289,-0.36758,-0.30976,19.553,-15.754
3695.095,-0.40896,-0.31307,17.635,-15.029
3700.901,-0.44605,-0.31091,16.098,-14.211
3706.707,-0.47685,-0.30687,14.909,-13.487
3712.513,-0.51624,-0.29799,13.500,-12.480
3718.318,-0.55220,-0.28404,12.337,-11.407
3724.124,-0.58432,-0.27338,11.294,-10.577
3729.930,-0.61382,-0.24957,10.517,-9.359
3735.736,-0.63713,-0.22680,9.932,-8.303
3741.542,-0.66070,-0.20413,9.319,-7.291
3747.347,-0.68319,-0.17939,8.744,-6.261
3753.153,-0.70484,-0.15627,8.168,-5.332
3758.959,-0.72121,-0.13119,7.763,-4.403
3764.765,-0.73626,-0.10634,7.380,-3.514
3770.571,-0.75008,-0.07618,7.032,-2.483
3776.376,-0.76077,-0.04768,6.752,-1.537
3782.182,-0.77149,-0.02387,6.440,-0.760
3787.988,-0.77905,0.00040,6.210,0.013
3793.794,-0.78689,0.02634,5.951,0.825
3799.600,-0.79057,0.05529,5.795,1.723
3805.405,-0.79283,0.07869,5.671,2.443
3811.211,-0.79884,0.10003,5.420,3.082
3817.017,-0.79683,0.12620,5.380,3.890
3822.823,-0.79879,0.14701,5.224,4.513
3828.629,-0.79762,0.16683,5.154,5.119
3834.434,-0.79629,0.19158,5.044,5.871
3840.240,-0.79354,0.21393,4.973,6.557
3846.046,-0.79033,0.23714,4.893,7.271
3851.852,-0.78677,0.25307,4.866,7.771
3857.658,-0.78238,0.27317,4.817,8.401
3863.463,-0.78183,0.28536,4.719,8.763
3869.269,-0.77369,0.30744,4.735,9.487
3875.075,-0.77270,0.32581,4.568,10.029
3880.881,-0.76710,0.34399,4.524,10.614
3886.687,-0.76290,0.35817,4.476,11.068
3892.492,-0.75466,0.37567,4.493,11.667
3898.298,-0.74729,0.39529,4.445,12.317
3904.104,-0.74413,0.40811,4.359,12.720
3909.910,-0.73636,0.42223,4.377,13.223
3915.716,-0.72874,0.43828,4.352,13.780
3921.522,-0.72244,0.44886,4.365,14.167
3927.327,-0.71394,0.46249,4.385,14.675
3933.133,-0.70820,0.47829,4.285,15.200
3938.939,-0.69969,0.48823,4.350,15.612
3944.745,-0.69168,0.50522,4.272,16.208
3950.551,-0.68109,0.51661,4.352,16.703
3956.356,-0.67506,0.53116,4.245,17.201
3962.162,-0.66548,0.53647,4.399,17.522
3967.968,-0.65674,0.54830,4.401,18.004
3973.774,-0.64844,0.56251,4.336,18.542
3979.580,-0.64035,0.56647,4.467,18.809
3985.385,-0.63010,0.57970,4.459,19.367
3991.191,-0.61830,0.59048,4.533,19.898
3996.997,-0.60877,0.59605,4.657,20.250
4002.803,-0.60369,0.60816,4.516,20.674
4008.609,-0.59943,0.61655,4.434,20.983
4014.414,-0.58229,0.62188,4.743,21.515
4020.220,-0.57258,0.63865,4.587,22.168
4026.026,-0.56189,0.64442,4.711,22.574
4031.832,-0.54957,0.64809,4.926,22.972
4037.638,-0.54606,0.66220,4.654,23.409
4043.443,-0.53504,0.66745,4.787,23.822
4049.249,-0.51930,0.67376,5.003,24.392
4055.055,-0.51797,0.68821,4.645,24.775
4060.861,-0.50284,0.68834,5.002,25.192
4066.667,-0.49435,0.70093,4.851,25.728
4072.472,-0.48690,0.70878,4.802,26.123
4078.278,-0.47338,0.71767,4.856,26.720
4084.084,-0.46180,0.72152,5.008,27.151
4089.890,-0.45130,0.72005,5.293,27.433
4095.696,-0.44480,0.73451,4.999,27.960
4101.502,-0.42803,0.73904,5.233,28.585
4107.307,-0.41816,0.75193,5.040,29.183
4113.113,-0.41242,0.74961,5.241,29.318
4118.919,-0.40358,0.76459,4.943,29.930
4124.725,-0.39138,0.76765,5.099,30.399
4130.531,-0.38168,0.76877,5.266,30.750
4136.336,-0.37204,0.77499,5.255,31.211
4142.142,-0.35944,0.77679,5.454,31.687
4147.948,-0.35115,0.78101,5.475,32.067
4153.754,-0.34045,0.78866,5.418,32.605
4159.560,-0.32997,0.79221,5.498,33.058
4165.365,-0.32247,0.79287,5.623,33.348
4171.171,-0.30763,0.80296,5.534,34.101
4176.977,-0.30812,0.80151,5.579,34.055
4182.783,-0.29365,0.80601,5.684,34.694
4188.589,-0.28305,0.81176,5.659,35.215
4194.394,-0.27703,0.81287,5.728,35.472
4200.200,-0.25769,0.81943,5.817,36.367
4206.006,-0.25208,0.82100,5.853,36.623
4211.812,-0.24095,0.82932,5.705,37.227
4217.618,-0.23528,0.82765,5.872,37.435
4223.423,-0.22095,0.83182,5.939,38.111
4229.229,-0.21393,0.83445,5.943,38.455
4235.035,-0.20274,0.83421,6.137,38.936
4240.841,-0.19546,0.83488,6.227,39.267
4246.647,-0.17627,0.84059,6.275,40.216
4252.452,-0.17226,0.83898,6.411,40.373
4258.258,-0.15899,0.84428,6.369,41.063
4264.064,-0.15151,0.84311,6.535,41.393
4269.870,-0.13955,0.83702,7.001,41.868
4275.676,-0.13246,0.84381,6.780,42.307
4281.481,-0.12028,0.84807,6.745,42.957
4287.287,-0.11312,0.84700,6.895,43.293
4293.093,-0.09466,0.83913,7.540,44.108
4298.899,-0.08702,0.84474,7.357,44.573
4304.705,-0.08387,0.84315,7.479,44.713
4310.511,-0.06915,0.84565,7.537,45.509
4316.316,-0.06336,0.85514,7.109,45.926
4322.122,-0.04514,0.85177,7.494,46.857
4327.928,-0.03371,0.84232,8.137,47.373
4333.734,-0.03338,0.84077,8.226,47.373
4339.540,-0.01812,0.85698,7.489,48.390
4345.345,-0.00377,0.84813,8.126,49.113
4351.151,0.00265,0.84535,8.348,49.455
4356.957,0.01534,0.83741,8.933,50.120
4362.763,0.02473,0.84893,8.335,50.778
4368.569,0.02503,0.84335,8.669,50.749
4374.374,0.04046,0.84558,8.662,51.694
4380.180,0.06031,0.84730,8.696,52.925
4385.986,0.06807,0.84771,8.719,53.412
4391.792,0.06712,0.84400,8.946,53.330
4397.598,0.08696,0.84231,9.168,54.584
4403.403,0.08813,0.84311,9.123,54.664
4409.209,0.10366,0.84464,9.092,55.684
4415.015,0.11273,0.83038,10.082,56.229
4420.821,0.11853,0.83762,9.615,56.650
4426.627,0.13262,0.83815,9.620,57.611
4432.432,0.14618,0.83362,9.962,58.543
4438.238,0.15243,0.82591,10.519,58.973
4444.044,0.16110,0.82453,10.632,59.593
4449.850,0.17852,0.82982,10.251,60.863
4455.656,0.17945,0.82207,10.822,60.935
4461.461,0.19722,0.81805,11.110,62.272
4467.267,0.21693,0.81222,11.519,63.809
4473.073,0.21956,0.81245,11.493,64.015
4478.879,0.22536,0.80615,11.974,64.495
4484.685,0.23808,0.80581,11.952,65.521
4490.490,0.25009,0.80260,12.154,66.521
4496.296,0.25558,0.81003,11.507,66.928
4502.102,0.26440,0.79583,12.633,67.762
4507.908,0.27731,0.79573,12.545,68.866
4513.714,0.29329,0.79337,12.603,70.280
4519.520,0.29927,0.78534,13.255,70.893
4525.325,0.30265,0.77350,14.296,71.317
4531.131,0.31514,0.77938,13.621,72.401
4536.937,0.32699,0.78647,12.812,73.401
4542.743,0.34321,0.76854,14.264,75.197
4548.549,0.34501,0.76933,14.159,75.359
4554.354,0.34851,0.77359,13.691,75.629
4560.160,0.37142,0.76010,14.611,78.130
4565.966,0.36874,0.75487,15.191,77.957
4571.772,0.38486,0.74962,15.418,79.719
4577.578,0.38345,0.74351,16.087,79.696
4583.383,0.39547,0.74904,15.248,80.845
4589.189,0.41014,0.74776,15.029,82.436
4594.995,0.40892,0.73069,16.918,82.724
4600.801,0.41043,0.74068,15.786,82.646
4606.607,0.43941,0.72182,17.114,86.416
4612.412,0.45565,0.73460,15.117,87.876
4618.218,0.44187,0.71930,17.334,86.778
4624.024,0.45032,0.70669,18.577,88.164
4629.830,0.47217,0.71155,17.248,90.654
4635.636,0.47006,0.70518,18.105,90.627
4641.441,0.46691,0.72519,15.807,89.520
4647.247,0.48091,0.69242,19.313,92.458
4653.053,0.49677,0.69370,18.518,94.450
4658.859,0.50094,0.68150,19.945,95.515
4664.665,0.51103,0.68205,19.428,96.843
4670.470,0.51991,0.66869,20.848,98.680
4676.276,0.51971,0.66677,21.127,98.742
4682.082,0.52479,0.65457,22.630,100.044
4687.888,0.54841,0.64863,22.295,103.838
4693.694,0.55666,0.63940,23.233,105.620
4699.499,0.55988,0.63309,24.032,106.490
4705.305,0.57107,0.62538,24.587,108.747
4711.111,0.57676,0.61806,25.426,110.146
4716.917,0.58555,0.60792,26.560,112.300
4722.723,0.59676,0.59538,27.985,115.143
4728.529,0.60515,0.58778,28.751,117.229
4734.334,0.60921,0.58351,29.236,118.311
4740.140,0.62158,0.56774,31.288,121.956
4745.946,0.63162,0.55500,33.018,125.077
4751.752,0.63930,0.55024,33.329,127.115
4757.558,0.64502,0.54132,34.712,129.182
4763.363,0.64576,0.53409,36.244,130.032
4769.169,0.65455,0.52063,38.487,133.361
4774.975,0.65836,0.50992,40.684,135.352
4780.781,0.65793,0.49789,43.742,136.443
4786.587,0.67480,0.49373,43.041,141.258
4792.392,0.68478,0.49098,42.597,144.225
4798.198,0.68993,0.48158,44.517,146.796
4804.004,0.68823,0.46494,49.488,148.369
4809.810,0.70964,0.45658,49.175,155.948
4815.616,0.70057,0.47074,46.200,151.239
4821.421,0.72456,0.45637,46.939,160.615
4827.227,0.73269,0.43333,53.118,167.160
4833.033,0.73349,0.42079,57.423,169.611
4838.839,0.73224,0.42728,55.308,168.045
4844.645,0.73818,0.41705,57.975,171.994
4850.450,0.74471,0.41229,58.564,175.327
4856.256,0.75091,0.40260,61.136,179.625
4862.062,0.76459,0.38460,65.776,189.146
4867.868,0.75679,0.39575,62.718,183.416
4873.674,0.77103,0.38040,66.153,192.967
4879.479,0.77724,0.36577,71.457,199.427
4885.285,0.77176,0.35431,78.494,199.465
4891.091,0.77606,0.35384,77.708,201.788
4896.897,0.78341,0.34042,83.042,209.103
4902.703,0.76322,0.34451,85.496,197.140
4908.509,0.79623,0.31894,92.256,222.654
4914.314,0.79880,0.31770,92.277,224.656
4920.120,0.78988,0.32300,91.515,217.535
4925.926,0.78983,0.31111,99.099,220.710
4931.732,0.79398,0.28883,113.681,229.476
4937.538,0.82819,0.27299,115.138,262.383
4943.343,0.79819,0.28713,113.845,233.113
4949.149,0.81919,0.26096,129.390,258.911
4954.955,0.82089,0.25875,130.856,261.283
4960.761,0.82792,0.25286,133.949,270.297
4966.567,0.81884,0.24785,142.220,262.974
4972.372,0.82526,0.23071,158.618,275.443
4978.178,0.83237,0.21300,178.162,289.915
4983.984,0.83265,0.20221,192.901,293.503
4989.790,0.83802,0.19358,204.239,303.834
4995.596,0.83954,0.18069,224.785,309.427
5001.401,0.84384,0.17138,240.492,318.799
5007.207,0.84621,0.16658,249.200,324.085
5013.013,0.85256,0.15537,271.373,338.648
5018.819,0.86504,0.14471,294.676,369.588
5024.625,0.85739,0.10804,395.507,337.513
5030.430,0.85994,0.11340,381.276,349.183
5036.236,0.86685,0.10190,423.623,362.486
5042.042,0.87707,0.09287,467.913,391.253
5047.848,0.87612,0.07815,527.432,364.248
5053.654,0.86297,0.05111,590.635,238.930
5059.459,0.88031,0.04817,669.036,289.343
5065.265,0.87168,0.03338,679.921,189.885
5071.071,0.87581,0.02652,720.108,164.428
5076.877,0.88575,0.01885,802.051,140.591
5082.683,0.89053,0.02227,827.202,178.498
5088.488,0.88691,-0.00400,833.142,-31.260
5094.294,0.88466,-0.02722,771.279,-193.785
5100.100,0.88658,-0.03919,737.616,-272.134
5105.906,0.88961,-0.03456,775.025,-258.292
5111.712,0.89823,-0.05740,695.472,-420.432
5117.518,0.89916,-0.06018,681.270,-436.409
5123.323,0.90084,-0.08093,555.268,-494.008
5129.129,0.89985,-0.08486,531.190,-492.461
5134.935,0.90424,-0.09276,488.758,-521.883
5140.741,0.89897,-0.09284,486.636,-493.128
5146.547,0.90991,-0.11254,383.494,-541.541
5152.352,0.90582,-0.11576,372.874,-519.791
5158.158,0.90894,-0.11772,361.093,-531.478
5163.964,0.89540,-0.09971,450.872,-477.445
5169.770,0.90320,-0.14137,279.737,-481.587
5175.576,0.91550,-0.16899,186.714,-473.405
5181.381,0.90127,-0.17278,199.312,-436.291
5187.187,0.88938,-0.17049,217.810,-412.774
5192.993,0.89327,-0.16049,237.317,-432.030
5198.799,0.89749,-0.17033,209.388,-430.992
5204.605,0.89444,-0.20008,156.273,-390.984
5210.410,0.88773,-0.20546,154.804,-374.793
5216.216,0.88578,-0.20361,159.565,-373.569
5222.022,0.88283,-0.21033,152.123,-362.837
5227.828,0.88267,-0.23389,121.366,-341.591
5233.634,0.87498,-0.23509,126.339,-331.594
5239.439,0.87694,-0.24694,111.652,-324.398
5245.245,0.87743,-0.25284,105.243,-320.251
5251.051,0.87202,-0.26734,95.681,-304.311
5256.857,0.86328,-0.28489,86.919,-285.311
5262.663,0.85884,-0.29491,82.053,-275.879
5268.468,0.85548,-0.30404,77.522,-268.284
5274.274,0.85327,-0.31202,73.423,-262.450
5280.080,0.85580,-0.31676,69.047,-261.505
5285.886,0.85544,-0.32284,65.534,-258.012
5291.692,0.84833,-0.34045,59.185,-245.084
5297.497,0.84147,-0.35136,56.694,-236.470
5303.303,0.84193,-0.36284,50.912,-231.640
5309.109,0.85341,-0.36516,44.677,-235.842
5314.915,0.83764,-0.39515,38.963,-216.517
5320.721,0.84094,-0.39622,37.258,-217.357
5326.527,0.82816,-0.41161,36.374,-206.889
5332.332,0.83263,-0.41597,33.252,-206.904
5338.138,0.83047,-0.42476,31.054,-203.079
5343.944,0.82857,-0.42613,31.258,-201.981
5349.750,0.82979,-0.45009,23.510,-194.379
5355.556,0.83024,-0.44891,23.701,-194.892
5361.361,0.81517,-0.47364,21.503,-183.228
5367.167,0.82516,-0.48182,16.552,-183.398
5372.973,0.80991,-0.49259,18.185,-176.696
5378.779,0.80987,-0.49597,17.390,-175.793
5384.585,0.80638,-0.51045,14.961,-171.265
5390.390,0.81115,-0.52320,11.036,-169.099
5396.196,0.80260,-0.53572,10.560,-164.350
5402.002,0.80661,-0.53368,10.021,-165.629
5407.808,0.79925,-0.55515,7.604,-159.301
5413.614,0.79765,-0.55189,8.562,-159.725
5419.419,0.79918,-0.56896,5.164,-156.288
5425.225,0.79905,-0.57441,4.263,-155.109
5431.031,0.79732,-0.57995,3.701,-153.661
5436.837,0.78488,-0.58624,5.166,-150.335
5442.643,0.78505,-0.61614,0.477,-144.692
5448.448,0.78175,-0.59394,4.507,-148.337
5454.254,0.77253,-0.60555,4.362,-144.719
5460.060,0.77508,-0.62423,1.089,-141.790
5465.866,0.76506,-0.63032,1.920,-139.296
5471.672,0.75664,-0.62492,4.111,-138.949
5477.477,0.74792,-0.63626,3.820,-135.845
5483.283,0.74806,-0.64887,1.998,-133.924
5489.089,0.73629,-0.64783,3.904,-132.418
5494.895,0.73150,-0.65516,3.559,-130.686
5500.701,0.72852,-0.65180,4.454,-130.740
5506.507,0.71697,-0.65821,5.135,-128.219
5512.312,0.71527,-0.66797,4.001,-126.688
5518.118,0.69890,-0.67176,5.562,-123.959
5523.924,0.70487,-0.67245,4.725,-124.691
5529.730,0.69034,-0.68319,5.037,-121.427
5535.536,0.68573,-0.68661,5.115,-120.415
5541.341,0.69151,-0.69403,3.478,-120.315
5547.147,0.66026,-0.70071,6.023,-115.549
5552.953,0.66955,-0.70333,4.722,-116.471
5558.759,0.65349,-0.70627,5.990,-114.119
5564.565,0.64616,-0.72594,4.254,-111.308
5570.370,0.64227,-0.72568,4.651,-110.862
5576.176,0.63341,-0.73585,4.240,-108.875
5581.982,0.62612,-0.73832,4.588,-107.800
5587.788,0.62345,-0.77060,1.188,-104.756
5593.594,0.61024,-0.74969,4.591,-105.007
5599.399,0.62327,-0.74435,4.130,-106.949
5605.205,0.59399,-0.80733,-0.282,-98.861
5611.011,0.59152,-0.78849,1.800,-99.990
5616.817,0.58934,-0.78884,1.923,-99.739
5622.623,0.57054,-0.78735,3.392,-97.886
5628.428,0.57009,-0.81532,0.603,-95.968
5634.234,0.55785,-0.81544,1.386,-94.770
5640.040,0.56992,-0.81340,0.802,-96.080
5645.846,0.54148,-0.80986,2.940,-93.505
5651.652,0.56370,-0.83799,-1.119,-93.884
5657.457,0.53754,-0.85402,-0.970,-90.543
5663.263,0.51547,-0.82399,3.028,-90.179
5669.069,0.55620,-0.85599,-2.263,-92.073
5674.875,0.54060,-0.86318,-1.953,-90.279
5680.681,0.54133,-0.88265,-3.644,-89.206
5686.486,0.53321,-0.88868,-3.675,-88.193
5692.292,0.52737,-0.88717,-3.225,-87.799
5698.098,0.52705,-0.88545,-3.067,-87.868
5703.904,0.52960,-0.89025,-3.601,-87.811
5709.710,0.52037,-0.89341,-3.354,-86.889
5715.516,0.52913,-0.89535,-3.989,-87.490
5721.321,0.51201,-0.90773,-4.055,-85.464
5727.127,0.51086,-0.89505,-2.984,-86.031
5732.933,0.51775,-0.89840,-3.616,-86.410
5738.739,0.50481,-0.90905,-3.788,-84.832
5744.545,0.49511,-0.91804,-4.006,-83.632
5750.350,0.48230,-0.90840,-2.644,-83.095
5756.156,0.47939,-0.92043,-3.443,-82.311
5761.962,0.47200,-0.92575,-3.513,-81.507
5767.768,0.46701,-0.92173,-2.985,-81.306
5773.574,0.46191,-0.91694,-2.395,-81.122
5779.379,0.45401,-0.93099,-3.128,-79.924
5785.185,0.46355,-0.91491,-2.309,-81.337
5790.991,0.43657,-0.93211,-2.505,-78.574
5796.797,0.44153,-0.94978,-3.996,-78.238
5802.603,0.43403,-0.94569,-3.404,-77.857
5808.408,0.42141,-0.93851,-2.401,-77.208
5814.214,0.39864,-0.95106,-2.504,-75.114
5820.020,0.39396,-0.94852,-2.166,-74.865
5825.826,0.40479,-0.95671,-3.117,-75.357
5831.632,0.39001,-0.94750,-1.963,-74.615
5837.437,0.36123,-0.95799,-1.819,-72.259
5843.243,0.35578,-0.95513,-1.464,-71.961
5849.049,0.34633,-0.95329,-1.074,-71.351
5854.855,0.34632,-0.98236,-3.051,-70.555
5860.661,0.31915,-0.96756,-1.358,-69.125
5866.466,0.32535,-0.97441,-1.969,-69.371
5872.272,0.30571,-0.98848,-2.417,-67.745
5878.078,0.30791,-0.98514,-2.253,-67.965
5883.884,0.29146,-0.98452,-1.843,-66.914
5889.690,0.29657,-1.00418,-3.204,-66.804
5895.495,0.26812,-0.97906,-1.019,-65.524
5901.301,0.27940,-0.99056,-1.975,-66.017
5907.107,0.26222,-0.98555,-1.322,-65.026
5912.913,0.26521,-1.01313,-3.089,-64.681
5918.719,0.27232,-1.01001,-3.042,-65.177
5924.525,0.25949,-1.03657,-4.369,-63.874
5930.330,0.25427,-0.99584,-1.820,-64.338
5936.136,0.26305,-1.02092,-3.516,-64.396
5941.942,0.23605,-1.03635,-3.914,-62.520
5947.748,0.23958,-1.04065,-4.224,-62.645
5953.554,0.25554,-1.03683,-4.306,-63.639
5959.359,0.22900,-1.03502,-3.713,-62.137
5965.165,0.23580,-1.04606,-4.464,-62.331
5970.971,0.23254,-1.03280,-3.647,-62.379
5976.777,0.20642,-1.03184,-3.166,-60.895
5982.583,0.22407,-1.03985,-3.906,-61.772
5988.388,0.22138,-1.03727,-3.714,-61.663
5994.194,0.21100,-1.02895,-3.071,-61.201
6000.000,0.19609,-1.03573,-3.234,-60.251
